train_loss,val_loss
0.028806756800665977,0.04232164944927156
0.017964255940625957,0.042486393168139305
0.014426618277094884,0.041025899979459005
0.012653827696819957,0.04331309282303992
0.011742192703989384,0.054295720981752504
0.011026156096332371,0.043270228367011485
0.010192718369954433,0.04090899870675542
0.009819175685360088,0.04138185548575311
0.009607832519143556,0.04158543075779349
0.009136076022731908,0.04219760620866151
0.008872648511586728,0.042959591599707546
0.007858934667887138,0.04033948073845675
0.0077555788730341935,0.03876484272184481
0.007663273050891296,0.04079034429677108
0.007564389110540213,0.039537933900896945
0.007405132058840118,0.039729492410802765
0.007337028769964212,0.03919561089061505
0.006866677671522621,0.038962380820798746
0.006833108817948051,0.03893587053026381
0.006794237178590435,0.03939296831342229
0.006724012398303669,0.039026008213465156
0.006521386740737451,0.03933097935042804
0.006499898758693289,0.03973066367704047
0.006465060199200089,0.03960405061623864
0.0064597306099009166,0.039569199777668734
0.0063471199566768775,0.03963908819969896
0.006336045146264079,0.03946105083606472
0.0063242786073368935,0.03958794762567378
